F03_2_1#before_thursdays_exam_review_every_formula|before thursdays exam review every formula|before thursdays exam review every formula
F03_2_1#bit|bit|bit
F03_2_1#blow|blow|blow
F03_2_1#both_figures_would_go_higher_in_later_years|both figures would go higher in later years|both figures would go higher in later years
F03_2_1#both_injuries_were_to_the_same_leg|both injuries were to the same leg|both injuries were to the same leg
F03_2_1#brawn|brawn|brawn
F03_2_1#briar|briar|briar
F03_2_1#bright_sunshine_shimmers_on_the_ocean_|bright sunshine shimmers on the ocean |bright sunshine shimmers on the ocean 
F03_2_1#carl_lives_in_a_lively_home_|carl lives in a lively home |carl lives in a lively home 
F03_2_1#cart|cart|cart
F03_2_1#charlie|charlie|charlie
F03_2_1#cheer|cheer|cheer
F03_2_1#city|city|city
F03_2_1#dark|dark|dark
F03_2_1#day_after_day_some_new_episode_is_reported|day after day some new episode is reported|day after day some new episode is reported
F03_2_1#deer|deer|deer
F03_2_1#delta|delta|delta
F03_2_1#droop|droop|droop
F03_2_1#echo|echo|echo
F03_2_1#eight|eight|eight
F03_2_1#everything_went_real_smooth_the_sheriff_said_|everything went real smooth the sheriff said |everything went real smooth the sheriff said 
F03_2_1#fat|fat|fat
F03_2_1#fear|fear|fear
F03_2_1#fill|fill|fill
F03_2_1#fitting|fitting|fitting
F03_2_1#five|five|five
F03_2_1#floor|floor|floor
F03_2_1#forward|forward|forward
F03_2_1#four|four|four
F03_2_1#foxtrot|foxtrot|foxtrot
F03_2_1#golf|golf|golf
F03_2_1#group|group|group
F03_2_1#hark|hark|hark
F03_2_1#harp|harp|harp
F03_2_1#hate|hate|hate
F03_2_1#hem|hem|hem
F03_2_1#here|here|here
F03_2_1#him|him|him
F03_2_1#hitting|hitting|hitting
F03_2_1#hum|hum|hum
F03_2_1#if_you_are_losing_water_replace_it_immediately|if you are losing water replace it immediately|if you are losing water replace it immediately
F03_2_1#if_you_destroy_confidence_in_banks_you_do_something_to_the_economy_he_said|if you destroy confidence in banks you do something to the economy he said|if you destroy confidence in banks you do something to the economy he said
F03_2_1#inputimagesstory_starters_16jpg|inputimagesstory starters 16jpg|inputimagesstory starters 16jpg
F03_2_1#inputimagesstory_starters_17jpg|inputimagesstory starters 17jpg|inputimagesstory starters 17jpg
F03_2_1#it_eventually_became_a_rather_proud_claim|it eventually became a rather proud claim|it eventually became a rather proud claim
F03_2_1#it_was_a_good_win_for_us|it was a good win for us|it was a good win for us
F03_2_1#i_expect_well_bounce_back_this_week|i expect well bounce back this week|i expect well bounce back this week
F03_2_1#i_have_had_my_bell_rung|i have had my bell rung|i have had my bell rung
F03_2_1#i_tried_to_tell_people_in_the_community|i tried to tell people in the community|i tried to tell people in the community
F03_2_1#juliet|juliet|juliet
F03_2_1#jungle|jungle|jungle
F03_2_1#kitten|kitten|kitten
F03_2_1#knitting|knitting|knitting
F03_2_1#knot|knot|knot
F03_2_1#know|know|know
F03_2_1#lair|lair|lair
F03_2_1#league|league|league
F03_2_1#leak|leak|leak
F03_2_1#liar|liar|liar
F03_2_1#lick|lick|lick
F03_2_1#loop|loop|loop
F03_2_1#loyal|loyal|loyal
F03_2_1#mike|mike|mike
F03_2_1#mitten|mitten|mitten
F03_2_1#mother_sews_yellow|mother sews yellow|mother sews yellow
F03_2_1#mother_sews_yellow_gingham_aprons|mother sews yellow gingham aprons|mother sews yellow gingham aprons
F03_2_1#much|much|much
F03_2_1#near|near|near
F03_2_1#nine|nine|nine
F03_2_1#no|no|no
F03_2_1#nothing_has_been_done_yet_to_take_advantage_of_the_enabling_legislation|nothing has been done yet to take advantage of the enabling legislation|nothing has been done yet to take advantage of the enabling legislation
F03_2_1#oscar|oscar|oscar
F03_2_1#park|park|park
F03_2_1#part|part|part
F03_2_1#pay|pay|pay
F03_2_1#peer|peer|peer
F03_2_1#pit|pit|pit
F03_2_1#play|play|play
F03_2_1#pot|pot|pot
F03_2_1#pretty|pretty|pretty
F03_2_1#quebec|quebec|quebec
F03_2_1#reek|reek|reek
F03_2_1#rich|rich|rich
F03_2_1#rock|rock|rock
F03_2_1#root|root|root
F03_2_1#seed|seed|seed
F03_2_1#seeds|seeds|seeds
F03_2_1#sergeant|sergeant|sergeant
F03_2_1#seven|seven|seven
F03_2_1#shy|shy|shy
F03_2_1#side|side|side
F03_2_1#sigh|sigh|sigh
F03_2_1#sign|sign|sign
F03_2_1#single|single|single
F03_2_1#sitting|sitting|sitting
F03_2_1#six|six|six
F03_2_1#slay|slay|slay
F03_2_1#slip|slip|slip
F03_2_1#snoop|snoop|snoop
F03_2_1#spain|spain|spain
F03_2_1#sparkle|sparkle|sparkle
F03_2_1#spit|spit|spit
F03_2_1#sprinkle|sprinkle|sprinkle
F03_2_1#start|start|start
F03_2_1#students_watched_as_he_got_out|students watched as he got out|students watched as he got out
F03_2_1#swing_your_arm_as_high_as_you_can|swing your arm as high as you can|swing your arm as high as you can
F03_2_1#take|take|take
F03_2_1#tell|tell|tell
F03_2_1#there_is_a_treehouse_up_above|there is a treehouse up above|there is a treehouse up above
F03_2_1#the_books_are_very_expensive|the books are very expensive|the books are very expensive
F03_2_1#the_box_contained_three_sweaters|the box contained three sweaters|the box contained three sweaters
F03_2_1#the_dolphins_swam_around_our_boat|the dolphins swam around our boat|the dolphins swam around our boat
F03_2_1#the_islands_are_sparsely_populated|the islands are sparsely populated|the islands are sparsely populated
F03_2_1#the_little_schoolhouse_stood_empty|the little schoolhouse stood empty|the little schoolhouse stood empty
F03_2_1#the_misguided_souls_have_lost_their_way|the misguided souls have lost their way|the misguided souls have lost their way
F03_2_1#the_museum_hires_musicians_every_evening|the museum hires musicians every evening|the museum hires musicians every evening
F03_2_1#thigh|thigh|thigh
F03_2_1#this_is_not_a_program_of_socialized_medicine|this is not a program of socialized medicine|this is not a program of socialized medicine
F03_2_1#thorn|thorn|thorn
F03_2_1#though|though|though
F03_2_1#thought|thought|thought
F03_2_1#three|three|three
F03_2_1#two_other_cases_also_were_under_advisement_|two other cases also were under advisement |two other cases also were under advisement 
F03_2_1#two_other_cases_were_also_under_advisement|two other cases were also under advisement|two other cases were also under advisement
F03_2_1#vat|vat|vat
F03_2_1#we_rode_horseback_to_the_farm|we rode horseback to the farm|we rode horseback to the farm
F03_2_1#where_were_you_while_we_were_away_|where were you while we were away |where were you while we were away 
F03_2_1#white|white|white
F03_2_1#will_robin_wear_a_yellow_lily_|will robin wear a yellow lily |will robin wear a yellow lily 
F03_2_1#witch|witch|witch
F03_2_1#witty|witty|witty
F03_2_1#write|write|write
F03_2_1#written|written|written
F03_2_1#xxx|xxx|xxx
F03_2_1#yes|yes|yes
F03_2_1#youd_be_better_off_taking_a_cold_shower|youd be better off taking a cold shower|youd be better off taking a cold shower
F03_2_1#zero|zero|zero
F03_2_2#fat|fat|fat
F03_2_2#foxtrot|foxtrot|foxtrot
F03_2_2#him|him|him
F03_2_2#hitting|hitting|hitting
F03_2_2#if_you_destroy_confidence_in_banks_you_do_something_to_the_economy_he_said|if you destroy confidence in banks you do something to the economy he said|if you destroy confidence in banks you do something to the economy he said
F03_2_2#leak|leak|leak
F03_2_2#much|much|much
F03_2_2#no|no|no
F03_2_2#nothing_has_been_done_yet_to_take_advantage_of_the_enabling_legislation|nothing has been done yet to take advantage of the enabling legislation|nothing has been done yet to take advantage of the enabling legislation
F03_2_2#side|side|side
F03_2_2#slip|slip|slip
F03_2_2#spit|spit|spit
F03_2_2#the_dolphins_swam_around_our_boat|the dolphins swam around our boat|the dolphins swam around our boat
F03_2_2#two_other_cases_also_were_under_advisement_|two other cases also were under advisement |two other cases also were under advisement 
F03_2_2#xxx|xxx|xxx
F03_2_3#leak|leak|leak
F03_2_3#xxx|xxx|xxx
F03_2_4#xxx|xxx|xxx
F03_2_5#xxx|xxx|xxx
F03_3_1#aluminum_silverware_can_often_be_flimsy|aluminum silverware can often be flimsy|aluminum silverware can often be flimsy
F03_3_1#and|and|and
F03_3_1#at|at|at
F03_3_1#a_good_attitude_is_unbeatable|a good attitude is unbeatable|a good attitude is unbeatable
F03_3_1#back|back|back
F03_3_1#bed|bed|bed
F03_3_1#being_able_to_dance_can_help_too|being able to dance can help too|being able to dance can help too
F03_3_1#best|best|best
F03_3_1#bill|bill|bill
F03_3_1#bird|bird|bird
F03_3_1#bitten|bitten|bitten
F03_3_1#bitter|bitter|bitter
F03_3_1#blend|blend|blend
F03_3_1#bread|bread|bread
F03_3_1#brought|brought|brought
F03_3_1#cash|cash|cash
F03_3_1#catch|catch|catch
F03_3_1#chair|chair|chair
F03_3_1#chip|chip|chip
F03_3_1#chop|chop|chop
F03_3_1#cork|cork|cork
F03_3_1#court|court|court
F03_3_1#critical_equipment_needs_proper_maintenance|critical equipment needs proper maintenance|critical equipment needs proper maintenance
F03_3_1#dart|dart|dart
F03_3_1#dead|dead|dead
F03_3_1#dice|dice|dice
F03_3_1#dread|dread|dread
F03_3_1#dress|dress|dress
F03_3_1#each_one_volunteered_to_jump_first|each one volunteered to jump first|each one volunteered to jump first
F03_3_1#eat|eat|eat
F03_3_1#etiquette_mandates_compliance_with_existing_regulations|etiquette mandates compliance with existing regulations|etiquette mandates compliance with existing regulations
F03_3_1#fed|fed|fed
F03_3_1#foe|foe|foe
F03_3_1#fork|fork|fork
F03_3_1#four|four|four
F03_3_1#geese|geese|geese
F03_3_1#get_a_calico_cat_to_keep|get a calico cat to keep|get a calico cat to keep
F03_3_1#glitter|glitter|glitter
F03_3_1#goat|goat|goat
F03_3_1#goose|goose|goose
F03_3_1#hat|hat|hat
F03_3_1#he|he|he
F03_3_1#heart|heart|heart
F03_3_1#help_celebrate_your_brothers_success|help celebrate your brothers success|help celebrate your brothers success
F03_3_1#help_greg_to_pick_a_peck_of_potatoes|help greg to pick a peck of potatoes|help greg to pick a peck of potatoes
F03_3_1#he_asked_you_for_a_loan|he asked you for a loan|he asked you for a loan
F03_3_1#he_further_proposed_grants_of_an_unspecified_sum_for_experimental_hospitals|he further proposed grants of an unspecified sum for experimental hospitals|he further proposed grants of an unspecified sum for experimental hospitals
F03_3_1#he_is_definitely_a_notch_above_us|he is definitely a notch above us|he is definitely a notch above us
F03_3_1#he_played_basketball_there_while_working_toward_a_law_degree|he played basketball there while working toward a law degree|he played basketball there while working toward a law degree
